id_vaca;id_toro;id_cria;celulas_somaticas;produccion_leche;calidad_patas;calidad_ubres;grasa;proteinas;cs_vaca;pl_vaca;pa_vaca;u_vaca;g_vaca;pr_vaca;cs_toro;pl_toro;pa_toro;u_toro;g_toro;pr_toro
V-594;T-15;C-2749;229332.0;215.39;7.28;4.69;3.63;2.96;185720.0;49.63;6.96;7.32;3.83;2.8;0.26;3.14;8.77;2.53;0.09;0.22
V-460;T-1;C-2750;313032.0;4.89;5.6;8.06;3.35;4.0;180015.0;29.52;8.04;8.77;3.37;3.71;0.63;-0.82;3.77;6.26;-0.05;0.11
V-261;T-4;C-2751;202001.0;0.26;3.97;4.07;3.5;3.35;300825.0;0.71;1.16;5.91;2.8;3.39;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-137;T-9;C-2752;578729.0;99.92;5.17;6.37;3.68;4.0;261941.0;56.62;3.45;7.62;3.62;4.0;1.21;0.8;6.51;5.35;0.25;0.14
V-617;T-10;C-2753;67124.0;35.87;2.81;7.04;3.45;4.0;50000.0;36.15;3.16;8.4;3.0;3.81;0.3;0.02;2.17;5.74;0.32;0.07
V-424;T-6;C-2754;50000.0;177.28;2.32;3.1;3.78;2.86;286246.0;39.14;3.13;1.05;3.72;2.8;-1.81;3.91;1.76;5.19;0.06;0.16
V-349;T-14;C-2755;467068.0;103.98;8.43;4.66;4.34;3.94;254909.0;23.96;7.28;5.6;4.26;3.48;0.71;3.14;8.11;4.35;0.13;0.13
V-153;T-11;C-2756;50000.0;203.59;7.03;8.34;4.14;3.61;187314.0;44.55;7.28;8.53;3.94;3.28;-0.75;3.81;6.49;8.09;-0.02;0.07
V-255;T-6;C-2757;50000.0;153.04;3.68;6.33;3.01;3.39;253009.0;32.9;5.0;8.19;3.04;3.57;-1.81;3.91;1.76;5.19;0.06;0.16
V-127;T-12;C-2758;241306.0;5.91;7.68;4.17;4.05;3.65;197937.0;17.39;7.25;1.7;3.77;3.47;0.12;-0.63;8.5;6.2;0.0;0.11
V-392;T-15;C-2759;564622.0;230.34;6.93;3.8;3.67;3.74;440707.0;59.23;5.91;5.11;3.47;3.46;0.26;3.14;8.77;2.53;0.09;0.22
V-216;T-15;C-2760;68389.0;0.0;7.4;3.28;4.39;3.29;50000.0;0.0;6.89;4.3;3.99;2.8;0.26;3.14;8.77;2.53;0.09;0.22
V-634;T-7;C-2761;50000.0;68.78;5.82;6.0;4.6;3.7;617144.0;34.38;4.59;7.18;4.31;3.37;-1.12;1.07;6.13;3.79;0.46;0.13
V-413;T-2;C-2762;60921.0;27.61;5.66;4.66;4.28;3.78;134327.0;11.29;8.65;8.02;3.81;3.45;-0.55;1.58;3.15;1.45;0.32;0.02
V-33;T-13;C-2763;749798.0;0.0;3.23;7.93;4.35;3.55;336514.0;38.29;3.05;8.87;4.29;3.19;1.15;-2.01;3.84;7.61;0.12;0.4
V-600;T-13;C-2764;680415.0;0.0;4.9;7.2;3.42;3.7;320216.0;38.63;6.73;6.5;3.47;2.99;1.15;-2.01;3.84;7.61;0.12;0.4
V-215;T-5;C-2765;50000.0;13.23;4.72;5.92;4.03;3.51;107524.0;5.05;7.83;2.49;4.24;3.55;-2.31;1.68;2.5;8.56;0.15;0.03
V-50;T-5;C-2766;50000.0;6.28;4.49;8.24;4.59;4.0;296481.0;2.4;6.98;7.02;4.1;4.0;-2.31;1.68;2.5;8.56;0.15;0.03
V-244;T-10;C-2767;350349.0;27.86;1.77;5.08;4.13;3.99;271289.0;25.62;1.58;3.96;3.87;3.8;0.3;0.02;2.17;5.74;0.32;0.07
V-426;T-12;C-2768;182740.0;11.07;4.68;7.74;2.86;3.52;175935.0;31.31;1.33;8.06;3.18;3.31;0.12;-0.63;8.5;6.2;0.0;0.11
V-187;T-1;C-2769;74812.0;5.15;3.25;7.99;3.57;3.55;50000.0;28.12;2.92;8.62;3.64;3.77;0.63;-0.82;3.77;6.26;-0.05;0.11
V-347;T-8;C-2770;313852.0;0.0;7.54;4.82;4.28;4.0;81977.0;71.15;6.57;7.55;4.13;3.68;2.96;-1.56;7.53;1.73;0.03;0.08
V-225;T-1;C-2771;530244.0;5.37;3.56;7.54;3.3;4.0;308134.0;30.2;3.15;8.16;3.07;3.76;0.63;-0.82;3.77;6.26;-0.05;0.11
V-52;T-3;C-2772;971962.0;175.18;5.86;4.1;3.62;3.19;271743.0;75.23;4.68;1.6;3.24;2.97;2.74;1.31;8.27;7.23;0.26;0.13
V-220;T-1;C-2773;117318.0;3.61;4.65;4.01;3.69;4.0;71370.0;18.26;6.15;1.53;3.66;3.55;0.63;-0.82;3.77;6.26;-0.05;0.11
V-23;T-3;C-2774;708576.0;30.47;7.86;5.79;4.1;3.53;185672.0;12.89;6.42;3.72;3.72;3.7;2.74;1.31;8.27;7.23;0.26;0.13
V-220;T-14;C-2775;126378.0;80.37;7.57;3.08;3.66;3.85;71370.0;18.26;6.15;1.53;3.66;3.55;0.71;3.14;8.11;4.35;0.13;0.13
V-282;T-14;C-2776;290888.0;60.63;5.32;3.8;3.27;3.45;155133.0;15.38;2.66;2.67;3.34;3.16;0.71;3.14;8.11;4.35;0.13;0.13
V-597;T-14;C-2777;86939.0;231.98;7.23;4.27;3.51;3.62;50000.0;51.62;7.56;3.52;3.64;3.54;0.71;3.14;8.11;4.35;0.13;0.13
V-553;T-5;C-2778;50000.0;12.65;2.07;6.76;4.12;3.41;212663.0;4.75;1.46;5.4;4.08;3.44;-2.31;1.68;2.5;8.56;0.15;0.03
V-203;T-6;C-2779;50000.0;340.42;3.49;6.15;4.34;3.08;304796.0;69.93;5.48;6.97;4.29;2.85;-1.81;3.91;1.76;5.19;0.06;0.16
V-74;T-1;C-2780;74495.0;8.49;3.63;5.66;3.48;3.83;50000.0;43.52;3.82;5.67;3.65;4.0;0.63;-0.82;3.77;6.26;-0.05;0.11
V-388;T-2;C-2781;141392.0;79.67;5.18;2.46;3.8;3.8;295684.0;29.11;7.36;3.06;3.14;3.44;-0.55;1.58;3.15;1.45;0.32;0.02
V-636;T-4;C-2782;151811.0;8.08;6.21;5.58;4.18;3.65;212900.0;21.18;6.29;8.59;3.67;3.71;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-654;T-14;C-2783;545678.0;144.34;7.31;4.16;3.1;3.48;301070.0;32.26;7.03;3.66;3.22;3.11;0.71;3.14;8.11;4.35;0.13;0.13
V-370;T-12;C-2784;59897.0;12.24;7.36;7.06;3.4;3.21;50000.0;36.38;7.32;6.88;3.67;3.2;0.12;-0.63;8.5;6.2;0.0;0.11
V-49;T-10;C-2785;277951.0;0.72;2.37;6.67;2.8;3.93;218030.0;0.68;2.28;8.89;2.5;3.93;0.3;0.02;2.17;5.74;0.32;0.07
V-272;T-11;C-2786;50000.0;0.0;5.68;4.76;3.43;3.96;85051.0;0.0;4.08;1.5;3.43;3.66;-0.75;3.81;6.49;8.09;-0.02;0.07
V-563;T-10;C-2787;109715.0;71.79;1.82;5.44;4.26;3.4;87033.0;65.49;1.32;6.26;4.3;3.17;0.3;0.02;2.17;5.74;0.32;0.07
V-314;T-13;C-2788;634905.0;0.0;5.4;6.23;3.5;4.0;271375.0;11.1;6.12;4.68;3.06;4.0;1.15;-2.01;3.84;7.61;0.12;0.4
V-616;T-11;C-2789;72227.0;369.96;4.81;5.53;3.75;4.0;291302.0;73.04;4.15;3.86;3.83;4.0;-0.75;3.81;6.49;8.09;-0.02;0.07
V-72;T-14;C-2790;485060.0;283.49;8.43;5.37;3.22;4.0;258987.0;62.34;7.89;7.24;3.44;4.0;0.71;3.14;8.11;4.35;0.13;0.13
V-629;T-12;C-2791;154536.0;0.0;6.73;6.62;3.1;3.01;151331.0;0.0;4.94;6.75;2.84;3.23;0.12;-0.63;8.5;6.2;0.0;0.11
V-455;T-10;C-2792;341474.0;18.96;5.1;3.94;4.11;4.0;250091.0;17.73;7.74;2.17;3.8;3.84;0.3;0.02;2.17;5.74;0.32;0.07
V-198;T-8;C-2793;905027.0;0.0;7.02;1.87;4.17;3.45;219427.0;67.13;5.66;1.7;3.82;3.69;2.96;-1.56;7.53;1.73;0.03;0.08
V-483;T-3;C-2794;1145531.0;51.68;7.85;5.51;3.79;3.64;293010.0;21.14;7.21;3.24;3.44;3.62;2.74;1.31;8.27;7.23;0.26;0.13
V-544;T-12;C-2795;483097.0;15.42;4.88;5.79;3.61;3.45;433084.0;38.62;2.2;6.11;3.73;3.59;0.12;-0.63;8.5;6.2;0.0;0.11
V-57;T-15;C-2796;79061.0;153.82;7.97;4.32;3.57;3.93;60839.0;39.47;6.12;5.47;3.19;4.0;0.26;3.14;8.77;2.53;0.09;0.22
V-5;T-14;C-2797;277124.0;98.1;6.57;4.41;2.85;3.77;173622.0;24.23;4.52;4.74;2.58;3.84;0.71;3.14;8.11;4.35;0.13;0.13
V-395;T-13;C-2798;278028.0;0.0;5.72;6.94;4.06;3.33;136368.0;37.76;7.23;5.43;3.76;3.16;1.15;-2.01;3.84;7.61;0.12;0.4
V-277;T-6;C-2799;50000.0;207.5;1.88;5.39;2.64;3.78;87368.0;44.55;1.78;4.94;2.5;3.33;-1.81;3.91;1.76;5.19;0.06;0.16
V-180;T-4;C-2800;381652.0;22.21;4.03;3.86;3.84;3.22;535682.0;64.44;1.05;4.57;3.05;3.14;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-534;T-6;C-2801;50000.0;152.55;4.35;5.55;3.99;3.11;616509.0;32.99;7.48;6.53;3.6;2.8;-1.81;3.91;1.76;5.19;0.06;0.16
V-117;T-12;C-2802;277399.0;7.0;6.09;4.5;3.21;4.0;232834.0;18.89;2.65;3.14;3.1;3.83;0.12;-0.63;8.5;6.2;0.0;0.11
V-264;T-10;C-2803;680666.0;25.21;3.75;4.97;5.21;3.69;505104.0;22.88;5.68;3.93;4.56;3.45;0.3;0.02;2.17;5.74;0.32;0.07
V-273;T-12;C-2804;207312.0;16.58;5.28;6.11;3.91;3.72;186243.0;41.29;2.42;5.08;3.75;3.41;0.12;-0.63;8.5;6.2;0.0;0.11
V-17;T-1;C-2805;375540.0;10.37;4.08;6.54;3.13;3.85;252704.0;60.58;5.07;5.88;3.03;3.74;0.63;-0.82;3.77;6.26;-0.05;0.11
V-153;T-6;C-2806;50000.0;218.35;4.56;7.11;4.06;3.75;187314.0;44.55;7.28;8.53;3.94;3.28;-1.81;3.91;1.76;5.19;0.06;0.16
V-41;T-13;C-2807;860873.0;0.0;4.15;7.74;4.06;3.85;379604.0;36.83;5.2;7.59;3.8;3.7;1.15;-2.01;3.84;7.61;0.12;0.4
V-543;T-12;C-2808;247266.0;25.26;8.74;4.28;3.22;3.73;241027.0;64.77;8.96;1.7;3.27;3.54;0.12;-0.63;8.5;6.2;0.0;0.11
V-56;T-14;C-2809;246459.0;323.03;5.07;5.7;2.99;4.0;148412.0;82.1;3.1;7.52;2.95;4.0;0.71;3.14;8.11;4.35;0.13;0.13
V-97;T-6;C-2810;50000.0;116.32;2.84;4.79;4.43;2.9;173530.0;26.11;3.71;4.2;4.53;3.0;-1.81;3.91;1.76;5.19;0.06;0.16
V-504;T-12;C-2811;355127.0;0.0;6.08;7.27;3.67;3.34;288586.0;0.0;2.98;7.55;3.98;3.24;0.12;-0.63;8.5;6.2;0.0;0.11
V-228;T-8;C-2812;896644.0;0.0;4.59;4.4;3.83;3.67;239762.0;0.0;1.81;6.56;3.69;3.47;2.96;-1.56;7.53;1.73;0.03;0.08
V-115;T-9;C-2813;444408.0;109.24;6.34;5.17;3.27;4.0;189200.0;59.18;5.27;5.37;2.86;3.79;1.21;0.8;6.51;5.35;0.25;0.14
V-335;T-4;C-2814;50000.0;9.59;8.03;2.26;4.37;3.54;50000.0;24.42;7.95;1.53;3.8;3.72;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-429;T-2;C-2815;50000.0;97.86;4.11;1.2;3.17;3.43;68687.0;34.88;4.71;1.12;2.7;3.17;-0.55;1.58;3.15;1.45;0.32;0.02
V-573;T-9;C-2816;779246.0;19.14;4.28;6.87;2.99;3.34;359581.0;10.52;2.6;7.66;2.94;3.53;1.21;0.8;6.51;5.35;0.25;0.14
V-191;T-12;C-2817;55497.0;3.49;4.93;3.67;4.06;3.55;53863.0;9.54;2.09;1.54;4.39;3.24;0.12;-0.63;8.5;6.2;0.0;0.11
V-444;T-10;C-2818;352507.0;0.0;2.66;5.24;4.23;2.88;254151.0;0.0;3.04;5.07;3.81;2.95;0.3;0.02;2.17;5.74;0.32;0.07
V-340;T-2;C-2819;145690.0;90.37;4.39;5.02;3.3;3.92;336141.0;35.66;6.52;8.27;2.77;4.0;-0.55;1.58;3.15;1.45;0.32;0.02
V-333;T-14;C-2820;911303.0;123.31;7.87;5.95;4.82;3.99;530707.0;28.54;7.31;7.7;4.41;3.79;0.71;3.14;8.11;4.35;0.13;0.13
V-627;T-8;C-2821;322413.0;0.0;6.67;2.59;3.39;4.0;88709.0;92.78;7.02;3.6;3.55;3.88;2.96;-1.56;7.53;1.73;0.03;0.08
V-396;T-7;C-2822;50000.0;45.35;7.58;2.54;3.9;3.15;305627.0;22.96;7.84;1.13;3.23;3.2;-1.12;1.07;6.13;3.79;0.46;0.13
V-94;T-1;C-2823;291662.0;0.71;4.43;5.3;3.28;2.84;180313.0;3.74;5.39;4.96;3.18;2.86;0.63;-0.82;3.77;6.26;-0.05;0.11
V-416;T-9;C-2824;393972.0;107.6;7.34;6.25;3.62;3.88;193663.0;56.56;8.68;8.37;3.49;3.8;1.21;0.8;6.51;5.35;0.25;0.14
V-608;T-6;C-2825;50000.0;123.91;4.41;5.25;3.28;4.0;50000.0;26.52;7.07;6.11;3.44;3.93;-1.81;3.91;1.76;5.19;0.06;0.16
V-561;T-15;C-2826;378022.0;120.98;5.67;4.81;3.07;3.72;302220.0;29.35;3.12;7.52;3.18;3.7;0.26;3.14;8.77;2.53;0.09;0.22
V-368;T-10;C-2827;542688.0;48.19;4.76;4.48;3.83;3.57;406403.0;44.11;7.85;2.62;3.4;3.67;0.3;0.02;2.17;5.74;0.32;0.07
V-93;T-14;C-2828;83416.0;44.98;5.17;3.7;3.17;3.93;50000.0;11.83;3.18;2.7;3.37;3.61;0.71;3.14;8.11;4.35;0.13;0.13
V-267;T-12;C-2829;56930.0;11.75;7.55;6.73;2.72;3.27;50000.0;29.35;5.77;6.34;2.66;3.48;0.12;-0.63;8.5;6.2;0.0;0.11
V-166;T-14;C-2830;84934.0;215.64;8.73;4.29;4.37;3.77;50000.0;51.55;8.82;4.57;3.9;3.95;0.71;3.14;8.11;4.35;0.13;0.13
V-64;T-5;C-2831;50000.0;93.28;2.21;5.3;3.28;4.0;50000.0;32.04;1.68;1.67;2.89;3.82;-2.31;1.68;2.5;8.56;0.15;0.03
V-21;T-1;C-2832;105762.0;0.0;6.59;6.98;2.98;2.91;67691.0;0.0;8.99;7.77;3.1;2.94;0.63;-0.82;3.77;6.26;-0.05;0.11
V-139;T-11;C-2833;50000.0;121.23;5.02;7.99;4.19;3.19;50000.0;25.16;3.71;7.68;4.14;3.28;-0.75;3.81;6.49;8.09;-0.02;0.07
V-35;T-9;C-2834;118663.0;84.63;4.92;5.04;4.53;3.18;50000.0;43.9;3.81;4.56;4.28;3.19;1.21;0.8;6.51;5.35;0.25;0.14
V-202;T-1;C-2835;101255.0;0.0;4.6;4.52;3.78;3.83;63793.0;0.0;5.42;3.26;3.52;3.87;0.63;-0.82;3.77;6.26;-0.05;0.11
V-163;T-3;C-2836;609471.0;63.66;7.05;7.23;3.55;3.36;177068.0;26.16;6.51;8.24;3.64;3.17;2.74;1.31;8.27;7.23;0.26;0.13
V-94;T-6;C-2837;50000.0;18.98;3.51;4.79;3.42;3.22;180313.0;3.74;5.39;4.96;3.18;2.86;-1.81;3.91;1.76;5.19;0.06;0.16
V-467;T-9;C-2838;394682.0;101.16;6.47;6.76;3.97;4.0;188996.0;56.12;7.16;8.68;3.99;3.55;1.21;0.8;6.51;5.35;0.25;0.14
V-479;T-7;C-2839;50000.0;53.14;5.58;2.62;4.16;2.8;138903.0;23.35;5.62;1.17;3.45;2.8;-1.12;1.07;6.13;3.79;0.46;0.13
V-369;T-14;C-2840;475240.0;149.79;6.47;5.55;3.36;3.29;289451.0;34.71;5.09;7.8;3.55;3.29;0.71;3.14;8.11;4.35;0.13;0.13
V-393;T-2;C-2841;81872.0;160.52;3.42;2.78;4.45;3.27;188408.0;64.75;3.27;3.92;4.0;3.56;-0.55;1.58;3.15;1.45;0.32;0.02
V-139;T-12;C-2842;60952.0;8.65;6.47;7.3;4.33;3.63;50000.0;25.16;3.71;7.68;4.14;3.28;0.12;-0.63;8.5;6.2;0.0;0.11
V-235;T-14;C-2843;92457.0;0.0;6.01;3.29;3.89;3.04;56376.0;0.0;5.02;2.07;4.14;2.88;0.71;3.14;8.11;4.35;0.13;0.13
V-11;T-1;C-2844;411356.0;4.57;6.18;7.49;3.81;3.55;261463.0;25.23;7.73;7.58;3.63;3.68;0.63;-0.82;3.77;6.26;-0.05;0.11
V-37;T-10;C-2845;422699.0;39.99;2.44;6.84;3.55;3.58;351755.0;39.06;2.39;8.88;3.05;3.76;0.3;0.02;2.17;5.74;0.32;0.07
V-252;T-10;C-2846;282697.0;31.12;1.6;4.3;3.16;4.0;201387.0;30.38;1.29;2.25;3.15;4.0;0.3;0.02;2.17;5.74;0.32;0.07
V-416;T-5;C-2847;50000.0;150.48;5.86;8.81;3.57;3.94;193663.0;56.56;8.68;8.37;3.49;3.8;-2.31;1.68;2.5;8.56;0.15;0.03
V-554;T-10;C-2848;307125.0;32.39;2.3;6.25;4.56;3.6;255597.0;29.75;2.88;6.52;4.44;3.3;0.3;0.02;2.17;5.74;0.32;0.07
V-264;T-8;C-2849;2000000.0;0.0;6.72;2.96;4.27;3.38;505104.0;22.88;5.68;3.93;4.56;3.45;2.96;-1.56;7.53;1.73;0.03;0.08
V-196;T-9;C-2850;105162.0;0.99;7.88;3.33;3.98;3.3;50000.0;0.58;8.3;1.44;3.38;3.15;1.21;0.8;6.51;5.35;0.25;0.14
V-561;T-8;C-2851;1284834.0;0.0;5.82;4.42;3.19;3.71;302220.0;29.35;3.12;7.52;3.18;3.7;2.96;-1.56;7.53;1.73;0.03;0.08
V-648;T-7;C-2852;50000.0;75.96;5.89;2.69;4.1;3.36;221164.0;34.42;6.61;1.68;3.52;3.16;-1.12;1.07;6.13;3.79;0.46;0.13
V-399;T-4;C-2853;50000.0;10.87;5.27;2.14;4.18;2.86;50000.0;30.19;3.79;1.58;3.55;3.07;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-127;T-8;C-2854;809875.0;0.0;7.96;1.62;3.49;3.44;197937.0;17.39;7.25;1.7;3.77;3.47;2.96;-1.56;7.53;1.73;0.03;0.08
V-54;T-6;C-2855;50000.0;318.24;2.46;3.9;4.25;3.74;50000.0;59.93;3.02;2.11;4.37;3.7;-1.81;3.91;1.76;5.19;0.06;0.16
V-196;T-12;C-2856;61290.0;0.22;8.47;3.81;3.61;3.49;50000.0;0.58;8.3;1.44;3.38;3.15;0.12;-0.63;8.5;6.2;0.0;0.11
V-158;T-8;C-2857;666878.0;0.0;7.88;1.56;4.41;4.0;173933.0;36.61;6.85;1.28;4.01;3.8;2.96;-1.56;7.53;1.73;0.03;0.08
V-455;T-11;C-2858;62593.0;80.1;7.67;5.39;3.92;3.59;250091.0;17.73;7.74;2.17;3.8;3.84;-0.75;3.81;6.49;8.09;-0.02;0.07
V-211;T-11;C-2859;100169.0;266.38;4.53;6.75;2.93;3.85;376871.0;53.4;2.07;4.55;3.25;3.61;-0.75;3.81;6.49;8.09;-0.02;0.07
V-600;T-8;C-2860;1369376.0;0.0;6.97;3.74;3.75;2.95;320216.0;38.63;6.73;6.5;3.47;2.99;2.96;-1.56;7.53;1.73;0.03;0.08
V-572;T-2;C-2861;212615.0;22.54;3.72;5.0;2.99;3.74;471333.0;9.17;4.67;7.74;2.57;3.68;-0.55;1.58;3.15;1.45;0.32;0.02
V-248;T-8;C-2862;1398738.0;0.0;8.4;4.19;3.37;3.09;326641.0;47.3;7.9;7.16;3.49;3.04;2.96;-1.56;7.53;1.73;0.03;0.08
V-1;T-11;C-2863;69871.0;113.02;4.38;5.45;3.43;4.0;257466.0;24.96;1.6;3.83;3.49;4.0;-0.75;3.81;6.49;8.09;-0.02;0.07
V-605;T-14;C-2864;461429.0;306.18;7.88;6.33;3.49;3.97;252647.0;69.23;8.82;7.8;3.52;4.0;0.71;3.14;8.11;4.35;0.13;0.13
V-628;T-8;C-2865;210138.0;0.0;7.33;4.21;4.56;3.77;50000.0;0.0;7.73;6.44;4.5;3.37;2.96;-1.56;7.53;1.73;0.03;0.08
V-666;T-14;C-2866;305268.0;149.21;5.64;6.03;2.6;4.0;180239.0;34.51;3.14;7.91;2.5;4.0;0.71;3.14;8.11;4.35;0.13;0.13
V-376;T-7;C-2867;50000.0;0.0;6.72;2.53;3.94;3.14;358729.0;0.0;8.68;1.66;3.38;3.17;-1.12;1.07;6.13;3.79;0.46;0.13
V-95;T-2;C-2868;114877.0;55.13;3.5;2.17;3.73;4.0;267491.0;22.4;4.58;2.83;3.47;4.0;-0.55;1.58;3.15;1.45;0.32;0.02
V-473;T-2;C-2869;50000.0;63.5;2.91;5.38;3.32;3.33;50000.0;26.78;2.79;8.43;3.26;3.32;-0.55;1.58;3.15;1.45;0.32;0.02
V-16;T-2;C-2870;50000.0;0.0;5.74;3.84;3.89;3.62;104623.0;0.0;8.11;5.57;3.48;3.39;-0.55;1.58;3.15;1.45;0.32;0.02
V-570;T-1;C-2871;127122.0;6.91;2.89;7.07;3.97;3.72;80630.0;42.46;2.47;6.73;4.28;3.62;0.63;-0.82;3.77;6.26;-0.05;0.11
V-188;T-10;C-2872;420353.0;9.03;4.85;7.29;3.12;3.71;307210.0;9.11;6.79;8.88;2.98;3.41;0.3;0.02;2.17;5.74;0.32;0.07
V-564;T-5;C-2873;50000.0;119.37;4.56;5.09;3.77;3.59;221090.0;48.28;6.2;1.18;3.84;3.65;-2.31;1.68;2.5;8.56;0.15;0.03
V-27;T-3;C-2874;189671.0;31.19;5.9;6.22;3.26;3.51;50000.0;14.94;4.63;4.58;3.07;3.43;2.74;1.31;8.27;7.23;0.26;0.13
V-471;T-4;C-2875;98192.0;11.03;4.37;2.32;4.22;3.83;142106.0;31.21;1.53;1.72;3.49;4.0;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-120;T-6;C-2876;50000.0;91.68;4.16;5.93;3.83;3.71;300789.0;17.63;6.27;7.07;3.96;3.65;-1.81;3.91;1.76;5.19;0.06;0.16
V-128;T-15;C-2877;501688.0;254.67;4.73;3.7;2.85;3.33;412714.0;56.17;1.22;4.77;3.07;2.82;0.26;3.14;8.77;2.53;0.09;0.22
V-128;T-15;C-2878;485642.0;214.14;5.04;3.69;3.18;2.99;412714.0;56.17;1.22;4.77;3.07;2.82;0.26;3.14;8.77;2.53;0.09;0.22
V-598;T-6;C-2879;50000.0;233.77;1.7;3.07;3.2;3.56;286875.0;46.56;1.8;1.11;3.19;3.71;-1.81;3.91;1.76;5.19;0.06;0.16
V-347;T-13;C-2880;161013.0;0.0;4.69;7.04;4.51;3.92;81977.0;71.15;6.57;7.55;4.13;3.68;1.15;-2.01;3.84;7.61;0.12;0.4
V-310;T-6;C-2881;50000.0;38.27;3.45;7.02;2.58;4.0;190184.0;8.21;5.02;7.78;2.5;3.99;-1.81;3.91;1.76;5.19;0.06;0.16
V-406;T-12;C-2882;373594.0;22.24;7.03;4.65;4.24;2.8;307097.0;63.74;5.75;3.5;4.08;2.8;0.12;-0.63;8.5;6.2;0.0;0.11
V-118;T-3;C-2883;1508089.0;0.0;6.56;5.33;2.87;3.28;422868.0;0.0;3.93;3.0;2.83;3.15;2.74;1.31;8.27;7.23;0.26;0.13
V-2;T-8;C-2884;1751157.0;0.0;6.27;2.26;3.59;3.28;478667.0;38.22;6.2;2.81;3.3;3.54;2.96;-1.56;7.53;1.73;0.03;0.08
V-262;T-1;C-2885;243605.0;4.58;4.63;6.23;4.06;3.74;143691.0;27.44;6.2;6.15;4.26;3.49;0.63;-0.82;3.77;6.26;-0.05;0.11
V-284;T-14;C-2886;153308.0;128.13;5.56;4.26;3.4;3.47;96957.0;33.89;2.31;3.49;3.38;3.54;0.71;3.14;8.11;4.35;0.13;0.13
V-604;T-3;C-2887;1683300.0;0.0;4.59;6.27;3.54;3.84;420800.0;0.0;1.56;4.69;3.41;3.38;2.74;1.31;8.27;7.23;0.26;0.13
V-629;T-9;C-2888;335906.0;0.0;5.32;5.85;3.23;3.68;151331.0;0.0;4.94;6.75;2.84;3.23;1.21;0.8;6.51;5.35;0.25;0.14
V-326;T-10;C-2889;629244.0;29.98;2.42;4.27;3.55;3.25;510303.0;30.48;3.01;3.19;3.54;3.29;0.3;0.02;2.17;5.74;0.32;0.07
V-22;T-8;C-2890;1024963.0;0.0;4.76;2.07;3.14;3.45;237207.0;13.25;2.52;2.12;3.13;3.56;2.96;-1.56;7.53;1.73;0.03;0.08
V-82;T-13;C-2891;247587.0;0.0;4.22;5.86;3.22;4.0;123087.0;0.58;5.43;4.75;3.36;3.84;1.15;-2.01;3.84;7.61;0.12;0.4
V-46;T-7;C-2892;50000.0;51.62;7.62;4.1;3.99;3.54;50000.0;24.65;8.55;4.94;3.71;3.34;-1.12;1.07;6.13;3.79;0.46;0.13
V-560;T-4;C-2893;196564.0;8.96;5.48;2.5;3.91;4.0;303147.0;24.45;4.4;1.66;3.26;4.0;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-443;T-12;C-2894;57959.0;14.98;5.44;6.68;4.06;3.78;50000.0;43.55;3.32;6.15;3.78;3.76;0.12;-0.63;8.5;6.2;0.0;0.11
V-48;T-4;C-2895;170969.0;9.92;4.66;2.35;4.43;3.35;229398.0;29.35;1.64;1.77;4.21;3.39;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-186;T-8;C-2896;183995.0;0.0;5.11;4.46;3.36;3.38;50000.0;35.74;3.29;6.49;3.5;3.55;2.96;-1.56;7.53;1.73;0.03;0.08
V-77;T-12;C-2897;57585.0;14.86;7.36;4.16;3.35;3.3;50000.0;42.01;5.6;1.42;3.31;3.36;0.12;-0.63;8.5;6.2;0.0;0.11
V-311;T-2;C-2898;50000.0;0.0;3.02;2.47;2.94;3.13;105468.0;0.0;3.2;3.39;2.58;2.97;-0.55;1.58;3.15;1.45;0.32;0.02
V-354;T-13;C-2899;716623.0;0.0;4.26;6.32;3.34;4.0;312975.0;31.84;3.97;5.73;3.21;3.82;1.15;-2.01;3.84;7.61;0.12;0.4
V-575;T-12;C-2900;126493.0;14.88;6.91;6.29;4.5;3.46;114058.0;41.47;6.52;7.61;4.27;3.48;0.12;-0.63;8.5;6.2;0.0;0.11
V-415;T-2;C-2901;84809.0;113.47;3.39;2.34;3.82;3.89;174530.0;43.55;3.18;2.96;3.53;3.89;-0.55;1.58;3.15;1.45;0.32;0.02
V-302;T-7;C-2902;50000.0;108.03;7.62;3.74;3.65;4.0;50000.0;51.28;8.33;3.04;3.37;4.0;-1.12;1.07;6.13;3.79;0.46;0.13
V-81;T-9;C-2903;171441.0;72.34;5.91;3.29;4.44;3.91;85237.0;44.08;4.7;1.78;4.12;3.53;1.21;0.8;6.51;5.35;0.25;0.14
V-3;T-7;C-2904;50000.0;63.35;5.23;5.61;3.94;3.92;312804.0;32.15;4.69;7.15;3.42;3.53;-1.12;1.07;6.13;3.79;0.46;0.13
V-358;T-14;C-2905;78042.0;197.04;6.63;2.94;3.8;3.82;50000.0;47.97;5.29;1.03;3.59;3.59;0.71;3.14;8.11;4.35;0.13;0.13
